player,goals,xG,shots,assists,xA,key_passes,time,position,h_a,yellow_card,red_card,match_id,league,date_of_match,season
Kingsley Coman,0,0.5638655424118042,3,0,0,0,19,Sub,h,0,0,17540,Bundesliga,2021-08-28,2021-2022
Nianzou Kouassi,0,0,0,1,0.4968978464603424,1,40,Sub,h,0,0,17540,Bundesliga,2021-08-28,2021-2022
Leroy Sané,0,0,0,1,0.5984623432159424,1,25,Sub,h,0,0,17540,Bundesliga,2021-08-28,2021-2022
Alexander Schwolow,0,0,0,0,0,0,90,GK,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Deyovaisio Zeefuik,0,0,0,0,0.03913312777876854,1,65,DR,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Dedryck Boyata,0,0,0,0,0,0,90,DC,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Niklas Stark,0,0,0,0,0,0,90,DC,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Maximilian Mittelstädt,0,0,0,0,0,0,90,DL,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Santiago Ascacibar,0,0,0,0,0,0,90,DMC,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Lucas Tousart,0,0.1277627795934677,3,0,0.06013890728354454,1,90,DMC,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Dodi Lukebakio,0,0,0,0,0.05970113351941109,1,65,AMR,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Suat Serdar,0,0.03913312777876854,1,0,0.08544116467237473,2,83,AMC,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Stevan Jovetic,0,0,0,0,0,0,19,AML,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Davie Selke,0,0.37782055139541626,3,0,0,0,64,FW,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Ishak Belfodil,0,0,0,0,0.03084923513233661,1,25,Sub,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Lukas Klünter,0,0,0,0,0,0,25,Sub,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Vladimir Darida,0,0,0,0,0.04232161492109299,1,7,Sub,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Javairo Dilrosun,0,0,0,0,0,0,71,Sub,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Marco Richter,0,0.03084923513233661,1,0,0,0,26,Sub,a,0,0,17540,Bundesliga,2021-08-28,2021-2022
Florian Müller,0,0,0,0,0,0,90,GK,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Marc-Oliver Kempf,0,0.01424245815724134,1,0,0,0,90,DC,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Konstantinos Mavropanos,1,0.5973297953605652,1,0,0,0,63,DC,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Waldemar Anton,0,0.05287306755781174,1,0,0.48750296235084534,2,90,DC,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Roberto Massimo,0,0.03488970175385475,2,0,0,0,90,DMR,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Borna Sosa,0,0,0,0,0,0,90,DML,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Philipp Klement,0,0.05291366204619408,1,0,0,0,79,MC,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Wataru Endo,0,0.04254882410168648,2,1,0.6828593015670776,2,90,MC,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Mateo Klimowicz,0,0.26868805289268494,4,0,0,0,90,AMC,h,1,0,17539,Bundesliga,2021-08-28,2021-2022
Philipp Förster,0,0.02049519307911396,1,0,0.05287306755781174,1,71,AMC,h,1,0,17539,Bundesliga,2021-08-28,2021-2022
Hamadi Al Ghaddioui,1,1.196649193763733,4,1,0.7708011269569397,5,90,FW,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Daniel Didavi,0,0,0,0,0,0,19,Sub,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Hiroki Ito,0,0,0,0,0,0,27,Sub,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Enzo Millot,0,0,0,0,0,0,11,Sub,h,0,0,17539,Bundesliga,2021-08-28,2021-2022
Mark Flekken,0,0,0,0,0,0,90,GK,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Lukas Kübler,0,0,0,0,0,0,90,DR,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Philipp Lienhart,0,0.04951341077685356,2,0,0,0,90,DC,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Nico Schlotterbeck,0,0.04503323137760162,1,0,0.09390823543071748,1,90,DC,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Christian Günter,0,0,0,1,0.27927151322364807,4,90,DL,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Roland Sallai,0,0.28890785574913025,3,1,0.5315616130828857,1,84,MR,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Yannik Keitel,0,0.02671018801629543,1,0,0,0,48,MC,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Nicolas Höfler,0,0,0,0,0,0,48,MC,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Vincenzo Grifo,0,0.01930425129830837,1,0,0.13731849193572998,2,48,ML,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Lucas Höler,1,0.6089149117469788,2,0,0.08439131826162338,1,90,FW,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Woo-Yeong Jeong,2,0.23167093098163605,2,0,0.07735327631235123,1,90,FW,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Ermedin Demirovic,0,0,0,0,0,0,1,Sub,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Manuel Gulde,0,0,0,0,0,0,42,Sub,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Maximilian Eggestein,0,0.034426249563694,1,0,0,0,42,Sub,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Janik Haberer,0,0.018201882019639012,1,0,0,0,42,Sub,a,0,0,17539,Bundesliga,2021-08-28,2021-2022
Kevin Schade,0,0.03975369036197662,1,0,0,0,6,Sub,a,1,0,17539,Bundesliga,2021-08-28,2021-2022
Robin Zentner,0,0,0,0,0,0,90,GK,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Stefan Bell,0,0.07111107558012009,2,0,0,0,90,DC,h,1,0,17538,Bundesliga,2021-08-28,2021-2022
Jeremiah St. Juste,0,0.04169153049588203,2,0,0,0,90,DC,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Moussa Niakhate,0,0,0,0,0,0,90,DC,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Silvan Widmer,0,0,0,1,0.4873487055301666,2,90,DMR,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Anderson-Lenda Lucoqui,1,0.27304020524024963,3,0,0,0,90,DML,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Leandro Barreiro Martins,0,0.03264462947845459,1,1,0.10731108486652374,1,90,MC,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Jean-Paul Boëtius,0,0.13705188035964966,2,0,0.13447436690330505,4,85,MC,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Dominik Kohr,0,0.41778647899627686,1,0,0,0,78,MC,h,1,0,17538,Bundesliga,2021-08-28,2021-2022
Ádám Szalai,1,0.5457656383514404,3,0,0.3288964033126831,4,90,FW,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Jonathan Burkardt,0,0.6920856833457947,3,0,0,0,78,FW,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Anton Stach,0,0,0,0,0,0,12,Sub,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Kevin Stöger,1,0.6022691130638123,1,0,0,0,1,Sub,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Aarón Martín,0,0,0,0,0,0,1,Sub,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Karim Onisiwo,0,0,0,1,0.6022691130638123,1,12,Sub,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Jae-Sung Lee,0,0,0,0,0,0,5,Sub,h,0,0,17538,Bundesliga,2021-08-28,2021-2022
Sascha Burchert,0,0,0,0,0.03796182200312614,1,90,GK,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Marco Meyerhöfer,0,0,0,0,0.08731216937303543,3,90,DR,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Maximilian Bauer,0,0,0,0,0,0,90,DC,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Justin Hoogma,0,0,0,0,0,0,90,DC,a,1,0,17538,Bundesliga,2021-08-28,2021-2022
Gian-Luca Itter,0,0,0,0,0,0,48,DL,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Hans Nunoo Sarpei,0,0.00963465217500925,1,0,0,0,90,DMC,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Paul Seguin,0,0.01030752155929803,1,0,0.02006944268941879,1,90,MC,a,1,0,17538,Bundesliga,2021-08-28,2021-2022
Julian Green,0,0,0,0,0.04178300127387047,1,62,MC,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Håvard Nielsen,0,0.08624562621116638,2,0,0,0,74,AMC,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Branimir Hrgota,0,0,0,0,0.03950044140219688,1,90,FW,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Dickson Abiama,0,0.10974493622779846,2,0,0,0,90,FW,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Max Christiansen,0,0.01082846336066722,1,0,0,0,42,Sub,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Jeremy Dudziak,0,0,0,0,0,0,16,Sub,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Jamie Leweling,0,0.07746226340532303,2,0,0.06796193867921829,1,28,Sub,a,0,0,17538,Bundesliga,2021-08-28,2021-2022
Rafal Gikiewicz,0,0,0,0,0,0,90,GK,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Robert Gumny,0,0,0,0,0,0,85,DR,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Felix Uduokhai,0,0.03456659242510795,1,0,0,0,90,DC,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Reece Oxford,0,0,0,0,0,0,90,DC,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Iago,0,0,0,0,0.07776135951280594,1,90,DL,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Carlos Gruezo,0,0,0,0,0.02105233445763588,1,77,DMC,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Niklas Dorsch,0,0.01096381805837154,1,0,0.03456659242510795,1,90,DMC,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
André Hahn,0,0.10297273844480516,2,0,0.4194954037666321,2,85,AMR,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Daniel Caligiuri,0,0.3689953982830048,2,0,0.01291952840983867,1,68,AMC,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Ruben Vargas,0,0.17790989577770233,3,0,0.07036097347736359,1,90,AML,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Florian Niederlechner,1,0.905188262462616,3,0,0.11280756443738936,2,77,FW,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Fredrik Jensen,0,0,0,0,0,0,22,Sub,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Michael Gregoritsch,0,0,0,0,0,0,13,Sub,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Noah Joel Sarenren Bazee,0,0,0,0,0,0,5,Sub,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Mads Pedersen,0,0.09925553947687148,2,0,0,0,13,Sub,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Raphael Framberger,0,0,0,0,0,0,5,Sub,h,0,0,17537,Bundesliga,2021-08-28,2021-2022
Lukas Hradecky,0,0,0,0,0,0,90,GK,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Jeremie Frimpong,0,0,0,0,0.12294922769069672,1,90,DR,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Odilon Kossounou,0,0.10941126942634584,2,0,0,0,90,DC,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Jonathan Tah,0,0,0,0,0,0,90,DC,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Mitchel Bakker,0,0,0,0,0,0,85,DL,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Charles Aránguiz,0,0,0,0,0.3885035216808319,2,90,DMC,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Exequiel Palacios,0,0,0,0,0,0,66,DMC,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Moussa Diaby,0,0,0,0,0.5038003921508789,2,85,AMR,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Kerem Demirbay,0,0.16626176238059998,3,1,0.4572783410549164,4,83,AMC,a,1,0,17537,Bundesliga,2021-08-28,2021-2022
Paulinho,0,0.24698415398597717,3,0,0.05293276533484459,1,67,AML,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Patrik Schick,1,1.0317816734313965,4,0,0,0,90,FW,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Robert Andrich,0,0,0,0,0,0,24,Sub,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Amine Adli,0,0.2560289204120636,1,0,0,0,5,Sub,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Florian Wirtz,1,0.3102327883243561,1,1,0.44208553433418274,2,23,Sub,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Nadiem Amiri,0,0,0,0,0,0,7,Sub,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Daley Sinkgraven,0,0,0,0,0,0,5,Sub,a,0,0,17537,Bundesliga,2021-08-28,2021-2022
Stefan Ortega Moreno,0,0,0,0,0,0,90,GK,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Cédric Brunner,0,0,0,0,0,0,90,DR,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Amos Pieper,0,0,0,0,0,0,90,DC,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Joakim Nilsson,0,0,0,0,0,0,90,DC,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Jacob Laursen,0,0.01073929108679294,1,0,0,0,62,DL,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Masaya Okugawa,0,0,0,0,0.11587073653936386,2,90,MR,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Fabian Kunze,0,0.010140596888959399,1,0,0,0,82,MC,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Manuel Prietl,0,0,0,0,0,0,90,MC,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Robin Hack,0,0.15845295786857605,3,0,0,0,90,ML,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Florian Krüger,0,0.12875881791114807,2,0,0,0,73,FW,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Fabian Klos,0,0.07186467200517654,2,1,0.2066076695919037,3,90,FW,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Bryan Lasme,0,0,0,0,0.08759532123804092,2,17,Sub,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Patrick Wimmer,1,0.24657802283763883,4,0,0,0,8,Sub,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Lennart Czyborra,0,0,0,0,0,0,28,Sub,h,0,0,17536,Bundesliga,2021-08-28,2021-2022
Kevin Trapp,0,0,0,0,0,0,90,GK,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Erik Durm,0,0,0,1,0.4100223779678345,1,90,DR,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Martin Hinteregger,0,0,0,0,0.06037377938628197,1,90,DC,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Evan Ndicka,0,0,0,0,0,0,90,DC,a,1,0,17536,Bundesliga,2021-08-28,2021-2022
Christopher Lenz,0,0,0,0,0.135830357670784,2,90,DL,a,1,0,17536,Bundesliga,2021-08-28,2021-2022
Ajdin Hrustic,0,0.06460420042276382,2,0,0.511955738067627,1,90,DMC,a,1,0,17536,Bundesliga,2021-08-28,2021-2022
Djibril Sow,0,0,0,0,0.05657890066504478,1,90,DMC,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Jens Petter Hauge,1,0.7996606230735779,2,0,0.01944878883659839,1,90,AMR,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Daichi Kamada,0,0,0,0,0.04515541344881058,1,74,AMC,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Jesper Lindstrom,0,0.06423208862543106,1,0,0,0,82,AML,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Santos Borré,0,0.6815078854560852,3,0,0.09232375770807266,1,90,FW,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Aymen Barkok,0,0,0,0,0,0,16,Sub,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Ragnar Ache,0,0.09232375770807266,1,0,0,0,8,Sub,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Gonçalo Paciência,0,0.08323092013597488,2,0,0,0,1,Sub,a,0,0,17536,Bundesliga,2021-08-28,2021-2022
Timo Horn,0,0,0,0,0,0,90,GK,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Benno Schmitz,0,0,0,0,0.8866992592811584,5,90,DR,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Rafael Czichos,0,0,0,0,0,0,90,DC,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Jorge Meré,0,0,0,0,0,0,47,DC,h,1,0,17535,Bundesliga,2021-08-28,2021-2022
Jonas Hector,0,0.07374861091375351,1,0,0.06488288938999176,1,90,DL,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Ellyes Skhiri,0,0.0229209866374731,1,0,0.00900075212121009,1,90,DMC,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Ondrej Duda,0,0.2093569189310074,4,0,0,0,89,MC,h,1,0,17535,Bundesliga,2021-08-28,2021-2022
Florian Kainz,0,0.1276012361049652,4,1,0.8264334797859192,5,89,MC,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Dejan Ljubicic,0,0.0469513013958931,1,0,0.22872330248355863,3,79,MC,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Anthony Modeste,0,0.9692031741142272,6,0,0.02602611295878887,1,90,FW,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Sebastian Andersson,0,0.1643507182598114,2,0,0,0,72,FW,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Louis Schaub,1,0.6010634303092957,1,0,0,0,11,Sub,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Salih Özcan,0,0,0,0,0,0,1,Sub,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Tomás Ostrák,0,0,0,1,0.620436429977417,1,1,Sub,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Tim Lemperle,1,0.620436429977417,1,0,0.0768027976155281,2,18,Sub,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Luca Kilian,0,0.07996845245361328,1,0,0,0,43,Sub,h,0,0,17535,Bundesliga,2021-08-28,2021-2022
Manuel Riemann,0,0,0,0,0,0,90,GK,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Herbert Bockhorn,0,0.0442737340927124,1,0,0,0,86,DR,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Vasilios Lampropoulos,0,0,0,0,0,0,90,DC,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Armel Bella Kotchap,0,0,0,0,0,0,90,DC,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Danilo Soares,0,0,0,0,0.01321634091436863,1,90,DL,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Milos Pantovic,0,0,0,0,0.02166913077235222,1,79,MC,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Anthony Losilla,0,0.034885473549366,2,0,0,0,90,MC,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Elvis Rexhbecaj,0,0.07335462421178818,1,0,0,0,90,MC,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Simon Zoller,1,0.16719071567058563,2,0,0.30090904235839844,3,90,FWR,a,1,0,17535,Bundesliga,2021-08-28,2021-2022
Sebastian Polter,0,0.26608532667160034,2,0,0,0,90,FW,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Gerrit Holtmann,0,0.03482372313737869,1,0,0,0,72,FWL,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Eduard Löwen,0,0.03615057095885277,1,0,0,0,11,Sub,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Silvère Ganvoula,0,0,0,0,0,0,4,Sub,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Christopher Antwi-Adjei,0,0.06584013998508453,1,1,0.11369560658931732,1,18,Sub,a,0,0,17535,Bundesliga,2021-08-28,2021-2022
Rui Silva,0,0,0,0,0,0,90,GK,h,0,0,17161,La liga,2021-08-28,2021-2022
Martín Montoya,0,0.15725655853748322,3,0,0,0,90,DR,h,1,0,17161,La liga,2021-08-28,2021-2022
Germán Pezzella,0,0,0,0,0,0,90,DC,h,1,0,17161,La liga,2021-08-28,2021-2022
Víctor Ruiz,0,0,0,0,0.02599579282104969,1,90,DC,h,0,0,17161,La liga,2021-08-28,2021-2022
Juan Miranda,0,0,0,0,0,0,90,DL,h,0,0,17161,La liga,2021-08-28,2021-2022
Guido Rodríguez,0,0.02266192249953746,1,0,0,0,90,DMC,h,0,0,17161,La liga,2021-08-28,2021-2022
Andrés Guardado,0,0,0,0,0.02578043006360531,1,73,DMC,h,0,0,17161,La liga,2021-08-28,2021-2022
Aitor Ruibal,0,0.02262577973306179,1,0,0,0,73,AMR,h,1,0,17161,La liga,2021-08-28,2021-2022
Nabil Fekir,0,0.0909750908613205,3,0,0.12442494183778764,2,90,AMC,h,1,0,17161,La liga,2021-08-28,2021-2022
Sergio Canales,0,0,0,0,0.08999986201524734,4,85,AML,h,1,0,17161,La liga,2021-08-28,2021-2022
Juanmi,0,0.11489710211753844,2,0,0,0,80,FW,h,0,0,17161,La liga,2021-08-28,2021-2022
Borja Iglesias,0,0,0,0,0,0,10,Sub,h,0,0,17161,La liga,2021-08-28,2021-2022
Cristian Tello,0,0,0,0,0.10301655530929564,1,17,Sub,h,0,0,17161,La liga,2021-08-28,2021-2022
Joaquín,0,0,0,0,0,0,5,Sub,h,0,0,17161,La liga,2021-08-28,2021-2022
Víctor Camarasa,0,0.01227064151316881,1,0,0,0,17,Sub,h,0,0,17161,La liga,2021-08-28,2021-2022
Thibaut Courtois,0,0,0,0,0,0,90,GK,a,0,0,17161,La liga,2021-08-28,2021-2022
Daniel Carvajal,1,0.03379211574792862,1,0,0,0,90,DR,a,0,0,17161,La liga,2021-08-28,2021-2022
David Alaba,0,0,0,0,0,0,90,DC,a,0,0,17161,La liga,2021-08-28,2021-2022
Eder Militão,0,0.10933747887611388,2,0,0,0,90,DC,a,0,0,17161,La liga,2021-08-28,2021-2022
Miguel Gutiérrez,0,0,0,0,0.3300439417362213,2,86,DL,a,1,0,17161,La liga,2021-08-28,2021-2022
Federico Valverde,0,0.01283456943929195,1,0,0,0,90,MC,a,0,0,17161,La liga,2021-08-28,2021-2022
Casemiro,0,0,0,0,0,0,90,MC,a,1,0,17161,La liga,2021-08-28,2021-2022
Isco,0,0.10055741667747498,2,0,0.03712840750813484,1,69,MC,a,0,0,17161,La liga,2021-08-28,2021-2022
Gareth Bale,0,0,0,0,0.0755675882101059,1,69,FWR,a,0,0,17161,La liga,2021-08-28,2021-2022
Karim Benzema,0,0.10057361423969267,2,1,0.1644978225231171,3,90,FW,a,0,0,17161,La liga,2021-08-28,2021-2022
Vinícius Júnior,0,0.35848158597946167,2,0,0.02498983405530452,1,81,FWL,a,0,0,17161,La liga,2021-08-28,2021-2022
Marco Asensio,0,0.15500332415103912,2,0,0,0,21,Sub,a,0,0,17161,La liga,2021-08-28,2021-2022
Eden Hazard,0,0.07038991898298264,1,0,0.02512863837182521,1,9,Sub,a,1,0,17161,La liga,2021-08-28,2021-2022
Lucas Vázquez,0,0,0,0,0,0,21,Sub,a,0,0,17161,La liga,2021-08-28,2021-2022
Rodrygo,0,0,0,0,0,0,4,Sub,a,0,0,17161,La liga,2021-08-28,2021-2022
Kiko Casilla,0,0,0,0,0,0,90,GK,h,0,0,17160,La liga,2021-08-28,2021-2022
Josan,0,0,0,0,0.090464286506176,1,90,DR,h,0,0,17160,La liga,2021-08-28,2021-2022
Gonzalo Verdú,0,0.03248300403356552,1,0,0,0,58,DC,h,1,0,17160,La liga,2021-08-28,2021-2022
Diego González,0,0.05458433553576469,1,0,0,0,90,DC,h,0,0,17160,La liga,2021-08-28,2021-2022
Enzo Roco,1,0.34989020228385925,1,0,0,0,68,DC,h,0,0,17160,La liga,2021-08-28,2021-2022
Johan Mojica,0,0,0,0,0.24010194838047028,1,90,DL,h,0,0,17160,La liga,2021-08-28,2021-2022
Raúl Guti,0,0.08791114389896393,2,0,0,0,90,MC,h,0,0,17160,La liga,2021-08-28,2021-2022
Iván Marcone,0,0,0,0,0,0,90,MC,h,0,0,17160,La liga,2021-08-28,2021-2022
Fidel,0,0.090464286506176,1,1,0.38237321376800537,2,90,MC,h,1,0,17160,La liga,2021-08-28,2021-2022
Darío Benedetto,0,0.24010194838047028,1,0,0,0,69,FW,h,0,0,17160,La liga,2021-08-28,2021-2022
Lucas Boyé,0,0,0,0,0.02893391996622085,1,31,FW,h,0,0,17160,La liga,2021-08-28,2021-2022
Guido Carrillo,0,0,0,0,0,0,22,Sub,h,0,0,17160,La liga,2021-08-28,2021-2022
Josema,0,0,0,0,0,0,21,Sub,h,0,0,17160,La liga,2021-08-28,2021-2022
Helibelton Palacios,0,0,0,0,0,0,32,Sub,h,0,0,17160,La liga,2021-08-28,2021-2022
Pere Milla,0,0,0,0,0,0,59,Sub,h,0,0,17160,La liga,2021-08-28,2021-2022
Bono,0,0,0,0,0,0,90,GK,a,0,0,17160,La liga,2021-08-28,2021-2022
Jesús Navas,0,0,0,0,0.4459190666675568,5,90,DR,a,0,0,17160,La liga,2021-08-28,2021-2022
Diego Carlos,0,0,0,0,0,0,90,DC,a,0,0,17160,La liga,2021-08-28,2021-2022
Karim Rekik,0,0,0,0,0,0,90,DC,a,0,0,17160,La liga,2021-08-28,2021-2022
Marcos Acuña,0,0.01285464502871036,1,1,0.7357048392295837,6,90,DL,a,0,0,17160,La liga,2021-08-28,2021-2022
Fernando,0,0,0,0,0,0,90,MC,a,0,0,17160,La liga,2021-08-28,2021-2022
Ivan Rakitic,0,0.01944169029593467,1,0,0.01530345063656568,1,63,MC,a,0,0,17160,La liga,2021-08-28,2021-2022
Joan Jordán,0,0.01530345063656568,1,0,0.04315734282135963,3,71,MC,a,0,0,17160,La liga,2021-08-28,2021-2022
Suso,0,0.01086100842803716,1,0,0,0,63,FWR,a,0,0,17160,La liga,2021-08-28,2021-2022
Youssef En-Nesyri,1,0.7151458263397217,6,0,0.05511094629764557,1,90,FW,a,0,0,17160,La liga,2021-08-28,2021-2022
Óscar Rodríguez,0,0.44162866473197937,2,0,0,0,63,FWL,a,0,0,17160,La liga,2021-08-28,2021-2022
Alejandro Gomez,0,0,0,0,0,0,27,Sub,a,0,0,17160,La liga,2021-08-28,2021-2022
Oussama Idrissi,0,0.01863413862884044,1,0,0,0,1,Sub,a,0,0,17160,La liga,2021-08-28,2021-2022
Erik Lamela,0,0.04865919426083565,1,0,0.01863413862884044,1,27,Sub,a,0,0,17160,La liga,2021-08-28,2021-2022
Rafa Mir,0,0.4178188443183899,4,0,0,0,27,Sub,a,0,0,17160,La liga,2021-08-28,2021-2022
