player,goals,xG,shots,assists,xA,key_passes,time,position,h_a,yellow_card,red_card,match_id,league,date_of_match,season
Sergi Guardiola,0,0,0,1,0.03044760413467884,1,2,Sub,h,0,0,17198,La liga,2021-09-26,2021-2022
Jeremías Ledesma,0,0,0,0,0.01748098991811275,1,90,GK,a,0,0,17198,La liga,2021-09-26,2021-2022
Carlos Akapo,0,0,0,0,0,0,81,DR,a,0,0,17198,La liga,2021-09-26,2021-2022
Varazdat Haroyan,1,0.6810309886932373,2,0,0,0,90,DC,a,1,0,17198,La liga,2021-09-26,2021-2022
Cala,0,0.3477281630039215,1,0,0,0,90,DC,a,1,0,17198,La liga,2021-09-26,2021-2022
Alfonso Espino,0,0.02008197084069252,1,0,0.03365053981542587,1,90,DL,a,0,0,17198,La liga,2021-09-26,2021-2022
Tomás Alarcón,0,0,0,0,0.11881984025239944,1,90,DMC,a,0,0,17198,La liga,2021-09-26,2021-2022
Salvi Sánchez,0,0,0,0,0.3477281630039215,1,90,MR,a,0,0,17198,La liga,2021-09-26,2021-2022
Jens Jonsson,0,0,0,1,0.5622111558914185,1,50,MC,a,0,0,17198,La liga,2021-09-26,2021-2022
Álvaro Bastida,0,0,0,0,0,0,71,MC,a,1,0,17198,La liga,2021-09-26,2021-2022
Santiago Arzamendia,0,0,0,0,0,0,50,ML,a,0,0,17198,La liga,2021-09-26,2021-2022
Florin Andone,0,0,0,0,0,0,71,FW,a,0,0,17198,La liga,2021-09-26,2021-2022
Rubén Sobrino,0,0,0,0,0,0,40,Sub,a,0,0,17198,La liga,2021-09-26,2021-2022
Anthony Lozano,0,0.03365053981542587,1,0,0,0,19,Sub,a,0,0,17198,La liga,2021-09-26,2021-2022
Álvaro Jiménez,0,0,0,0,0.02008197084069252,1,40,Sub,a,0,0,17198,La liga,2021-09-26,2021-2022
Álvaro Negredo,0,0.01748098991811275,1,0,0,0,19,Sub,a,0,0,17198,La liga,2021-09-26,2021-2022
Alberto Perea,0,0,0,0,0,0,9,Sub,a,1,0,17198,La liga,2021-09-26,2021-2022
Marc-André ter Stegen,0,0,0,0,0,0,90,GK,h,0,0,17196,La liga,2021-09-26,2021-2022
Óscar Mingueza,0,0,0,0,0.5570402145385742,3,81,DR,h,0,0,17196,La liga,2021-09-26,2021-2022
Gerard Piqué,0,0.5394953489303589,1,0,0,0,90,DC,h,0,0,17196,La liga,2021-09-26,2021-2022
Eric Garcia,0,0,0,0,0,0,90,DC,h,0,0,17196,La liga,2021-09-26,2021-2022
Sergiño Dest,0,0.0587911494076252,1,1,0.4708014726638794,3,89,DL,h,0,0,17196,La liga,2021-09-26,2021-2022
Sergio Busquets,0,0,0,0,0,0,90,MC,h,0,0,17196,La liga,2021-09-26,2021-2022
Gavi,0,0.41124942898750305,2,0,0,0,81,MC,h,1,0,17196,La liga,2021-09-26,2021-2022
Nico González,0,0.0312048215419054,1,0,0.08122909814119339,1,90,MC,h,0,0,17196,La liga,2021-09-26,2021-2022
Philippe Coutinho,0,0.07127078622579575,2,0,0,0,59,FWR,h,0,0,17196,La liga,2021-09-26,2021-2022
Luuk de Jong,1,0.5404099225997925,3,0,0.17250169813632965,2,81,FW,h,0,0,17196,La liga,2021-09-26,2021-2022
Memphis Depay,1,1.2192816734313965,6,0,0.18031790852546692,3,90,FWL,h,0,0,17196,La liga,2021-09-26,2021-2022
Yusuf Demir,0,0,0,0,0,0,9,Sub,h,0,0,17196,La liga,2021-09-26,2021-2022
Riqui Puig,0,0.08635684847831726,2,0,0,0,31,Sub,h,0,0,17196,La liga,2021-09-26,2021-2022
Clement Lenglet,0,0,0,0,0,0,1,Sub,h,0,0,17196,La liga,2021-09-26,2021-2022
Ronald Araújo,0,0,0,0,0,0,9,Sub,h,0,0,17196,La liga,2021-09-26,2021-2022
Anssumane Fati,1,0.15521526336669922,2,0,0.04089798405766487,1,9,Sub,h,0,0,17196,La liga,2021-09-26,2021-2022
Aitor Fernández,0,0,0,0,0,0,90,GK,a,0,0,17196,La liga,2021-09-26,2021-2022
Jorge Miramón,0,0,0,0,0,0,90,DR,a,0,0,17196,La liga,2021-09-26,2021-2022
